conversation_id,conversation,cluster,intent,reason
332,"Customer: So, 

#ios11 made my 6s useless. Screen freezes, apps dont respond, everything is very slow. 

Thank you guys great work @115858 
@AppleSupport
AppleSupport: @568320 We're here for you. When this happens, does a force restart help, as shown here?  https://t.co/8MvHMFZ83h Let us know in DM: https://t.co/GDrqU22YpT
Customer: @AppleSupport @568320 same here. literally turned the machine to a brick.
Customer: @AppleSupport @568320 how many force restarts a day is OK user experience? asking for a friend.",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
333,"Customer: @AppleSupport the new update keeps crashing my phone 🙃
AppleSupport: @150595 That is certainly not the experience we want you to have. Which iPhone do you own?
Customer: @AppleSupport iPhone 7
AppleSupport: @150595 Which version of iOS 11 is your device currently running?
Customer: @AppleSupport iOS 11.1.2
AppleSupport: @150595 OK. Meet us DM and let us know if you have already done any troubleshooting on your own. https://t.co/GDrqU22YpT",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
334,"Customer: @AppleSupport I asked for a refund of a book like around March or April I guess I never got it the $ I just opened up iBooks and it’s there?
Customer: @AppleSupport Would I still be able to have a refund. I never went on iBook till now to start reading again?
AppleSupport: @382614 Let's help get you into the right hands. Please reach out to us via: https://t.co/SDIe7UiyJN and we can help take a closer look.",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
335,"Customer: Hi I️ need someone to personally fix my phone bc I️ can’t type the letter between H and J anymore @AppleSupport
AppleSupport: @495570 Thank you for reaching out to us. We have just the right article for you: https://t.co/gKAEL4wRnw",15,KEYBOARD_TYPING_GLITCH,Customers are reporting a specific bug where typing the letter 'I' results in incorrect characters or formatting issues on their devices.
336,"Customer: @AppleSupport does my MacBook Pro Thunderbolt 3 output provide enough wattage for fast charging with my iPhone X?
AppleSupport: @416431 Thank you for reaching out to us. Take a look this article on how to take advantage of the fast charging feature on your iPhone X: https://t.co/M0KamLrtwG
Customer: @AppleSupport That doesn’t answer my question in any way...
AppleSupport: @416431 Your iPhone X can be fast charged with an Apple 29W, 61W, or 87W USB-C Power Adapter or a third-party USB-C power adapter with USB-PD. While it would not be expected for a computer's USB port to fast charge, your MacBook Pro's charger can be used!",1,IPHONE_HARDWARE_FAILURE,"Customers are reporting that their iPhones are not working, have crashed, or have hardware defects, and are requesting repairs, replacements, or refunds."
337,"Customer: why did my entire camera roll just randomly completely clear then restore? and why is a vid from june is the most recent item? @AppleSupport https://t.co/aTvndqZau0
AppleSupport: @211517 Do you use the iCloud Photo Library? Let us know via DM, then we can work with you on this from there. https://t.co/GDrqU22YpT",7,PHOTOS_DISAPPEARED,"Customers are reporting that their photos have vanished, are missing, or are not loading from their device's camera roll or photo library."
338,AppleSupport: @473724 Let us look into this with you. Join us in DM so we can better assist you: https://t.co/GDrqU22YpT,4,INITIAL_SUPPORT_INQUIRY,All conversations consist of automated responses acknowledging a customer's initial public contact and directing them to private direct messages for further assistance.
339,AppleSupport: @607801 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU2kzhr,4,INITIAL_SUPPORT_INQUIRY,All conversations consist of automated responses acknowledging a customer's initial public contact and directing them to private direct messages for further assistance.
340,"Customer: @AppleSupport i just reserved the iphone X and have screenshots to prove it but my account is now saying no reservations. help
AppleSupport: @431454 Our online store team is ready to help check into this with you. You can reach them here: https://t.co/8yjRd1Xo0i",1,IPHONE_HARDWARE_FAILURE,"Customers are reporting that their iPhones are not working, have crashed, or have hardware defects, and are requesting repairs, replacements, or refunds."
341,"Customer: @AppleSupport My Watch hasn’t been syncing with the activity app 😩 https://t.co/KCLeMZOsSF
AppleSupport: @321558 Hi, have you tried restarting your Apple Watch yet? If not, let's give that a try. Let us know how it goes, please.
Customer: @AppleSupport It won’t turn back on. I get the logo then nothing.
AppleSupport: @321558 When you put it on the charger what icons are you seeing?
Customer: @AppleSupport It’s back. Still doesn’t seem to be syncing with app although it’s registering on watch. https://t.co/v9bmrwVvzE
Customer: @AppleSupport  https://t.co/z1CcXCSVY5
AppleSupport: @321558 Let's give it 24 hours to sync with your iPhone and see what happens. Let us know either way via DM. https://t.co/GDrqU22YpT
Customer: @AppleSupport Okay...",16,APPLE_WATCH_ISSUE,"All conversations involve customers reporting specific technical problems, bugs, or malfunctions with their Apple Watch devices and seeking assistance to resolve them."
342,AppleSupport: @476667 Let's work on this together. DM us and we'll continue there. https://t.co/GDrqU22YpT,4,INITIAL_SUPPORT_INQUIRY,All conversations consist of automated responses acknowledging a customer's initial public contact and directing them to private direct messages for further assistance.
343,"AppleSupport: @460808 We're here to help. What version of iOS are you currently running? Let us know in DM. https://t.co/GDrqU22YpT
Customer: @AppleSupport hold up sorry for the very late response but its ios 10
AppleSupport: @460808 Thanks for letting us know. Let's continue our conversation in DM. https://t.co/GDrqU22YpT",18,IOS_VERSION_INQUIRY,All conversations involve support agents requesting the customer's current iOS version and device model to begin troubleshooting.
344,"Customer: Why does my phone keep doing this @AppleSupport @115858 ?!? https://t.co/BawTfI13ys
AppleSupport: @449307 We'd like to take a look into this. DM us which iOS version your iPhone is running to begin. https://t.co/GDrqU22YpT
Customer: @AppleSupport @449307 Wtf me tooo!!!!!",13,IPHONE_GENERAL_ISSUE,"All conversations involve customers reporting unspecified problems with their iPhones, prompting support to request general details like device model and iOS version to diagnose the issue."
345,"Customer: My iphone keep restarting and I’m trying to type up my work @applesupport !! It’s frustrating me 😡
AppleSupport: @253834 Let's help. For help against this behavior, check out: https://t.co/osZOKKTalm 

DM us any questions. https://t.co/GDrqU22YpT",13,IPHONE_GENERAL_ISSUE,"All conversations involve customers reporting unspecified problems with their iPhones, prompting support to request general details like device model and iOS version to diagnose the issue."
346,"Customer: man i don’t care about theses emojis. fix my “i” &amp; “it” in my keyboard! @AppleSupport
AppleSupport: @449737 We can help! Which version of iOS are you currently running? You can check in Settings &gt; General &gt; About &gt; Version.
Customer: @AppleSupport 11.1
AppleSupport: @449737 Looks like we're up-to-date. Please DM us the country you're in so we can better assist you. https://t.co/GDrqU22YpT",15,KEYBOARD_TYPING_GLITCH,Customers are reporting a specific bug where typing the letter 'I' results in incorrect characters or formatting issues on their devices.
347,"Customer: @AppleSupport can’t find my subscription button in my account settings. Help! 😵
AppleSupport: @237821 We can help with this. Can you tell us what device you're using and the type of subscription you're looking for?
Customer: @AppleSupport Iphone7+ I am tryin to manage subscription but I dont have the manage button. 😫
AppleSupport: @237821 We have a guide for managing subscriptions you can see here: https://t.co/YKDbvueXrq Let us know if we can help further.
Customer: @AppleSupport I cant find the MANAGE SUBSCRIPTION. See screenshot. I only have manage itunes and special offers. https://t.co/nGWgRVoEVE
AppleSupport: @237821 We see what you mean. In this case, we'd suggest contacting Spotify directly to see about ending your subscription.
Customer: @AppleSupport Got it. But what about other subscription? Should my setting have that MANAGE SUBSCRIPTION button?
Customer: @237821 @AppleSupport Hello, sorry for my interference. But did they help you with this? Because I am facing the same exact problem. I sent a message to Apple Support on Twitter but no one seems to reply.
Customer: @237822 @AppleSupport They didn’t. Not even sure if thats an option for iphone7+ users. I went to the spotify website to manage my subscription instead.",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
